,GM,DAY,DATE,Away,HOME,Network,Average Viewers (000),Away P2+ IMP,Home P2+ IMP,DMA_TV_Households_Millions_x,DMA_TV_Households_Millions_y,Total Viewership
3626,1164,Wed,2015-4-8,ATL,BRK,Regional,0.0,47.0,0.0,2.41,7.35,47.0
3627,1165,Wed,2015-4-8,BOS,DET,ESPN,740.0,67.0,14.0,2.42,1.85,821.0
3628,1166,Wed,2015-4-8,IND,NYK,Regional,0.0,30.0,13.0,1.09,7.35,43.0
3629,1167,Wed,2015-4-8,NOP,MEM,Regional,0.0,9.888888889,27.66666667,0.64,0.63,37.555555559
3630,1168,Wed,2015-4-8,CLE,MIL,Regional,0.0,199.0,22.0,1.5,0.9,221.0
3631,1169,Wed,2015-4-8,HOU,SAS,Regional,0.0,110.0,125.0,2.45,0.94,235.0
3632,1170,Wed,2015-4-8,LAL,DEN,Regional,0.0,37.0,15.0,5.48,1.63,52.0
3633,1171,Wed,2015-4-8,SAC,UTA,Regional,0.0,29.0,32.2,1.38,0.92,61.2
3634,1172,Wed,2015-4-8,PHX,DAL,ESPN,1050.0,29.0,42.0,1.89,2.71,1121.0
3635,1173,Wed,2015-4-8,MIN,POR,Regional,0.0,10.0,58.0,1.74,1.14,68.0
3636,1174,Thu,2015-4-9,CHI,MIA,TNT,1684.0,191.0,0.0,3.46,1.7,1875.0
3637,1175,Thu,2015-4-9,POR,GSW,TNT,1870.0,0.0,0.0,1.14,2.49,1870.0
3638,1176,Fri,2015-4-10,TOR,ORL,Regional,0.0,0.0,9.0,2.86,1.52,9.0
3639,1177,Fri,2015-4-10,CHA,ATL,Regional,0.0,3.0,46.0,1.19,2.41,49.0
3640,1178,Fri,2015-4-10,WAS,BRK,Regional,0.0,22.0,10.0,2.48,7.35,32.0
3641,1179,Fri,2015-4-10,BOS,CLE,Regional,0.0,66.0,201.0,2.42,1.5,267.0
3642,1180,Fri,2015-4-10,IND,DET,Regional,0.0,38.0,73.0,1.09,1.85,111.0
3643,1181,Fri,2015-4-10,MIL,NYK,Regional,0.0,25.91666667,34.0,0.9,7.35,59.91666667
3644,1182,Fri,2015-4-10,SAS,HOU,NBA TV,466.0,155.0,127.0,0.94,2.45,748.0
3645,1183,Fri,2015-4-10,PHX,NOP,Regional,0.0,21.0,13.4,1.89,0.64,34.4
3646,1184,Fri,2015-4-10,SAC,OKC,Regional,0.0,19.0,43.3,1.38,0.72,62.3
3647,1185,Fri,2015-4-10,DAL,DEN,Regional,0.0,81.0,13.0,2.71,1.63,94.0
3648,1186,Fri,2015-4-10,MEM,UTA,Regional,0.0,22.3,31.3,0.63,0.92,53.6
3649,1187,Fri,2015-4-10,MIN,LAL,NBA TV,224.0,10.0,58.0,1.74,5.48,292.0
3650,1188,Sat,2015-4-11,NYK,ORL,Regional,0.0,20.0,11.0,7.35,1.52,31.0
3651,1189,Sat,2015-4-11,TOR,MIA,NBA TV,197.0,0.0,112.0,2.86,1.7,309.0
3652,1190,Sat,2015-4-11,PHI,CHI,Regional,0.0,8.0,257.0,2.94,3.46,265.0
3653,1191,Sat,2015-4-11,MEM,LAC,NBA TV,308.0,27.8,104.0,0.63,5.48,439.8
3654,1192,Sat,2015-4-11,UTA,POR,Regional,0.0,33.2,98.0,0.92,1.14,131.2
3655,1193,Sat,2015-4-11,MIN,GSW,Regional,0.0,4.0,46.0,1.74,2.49,50.0
3656,1194,Sun,2015-4-12,BRK,MIL,Regional,0.0,38.0,0.0,7.35,0.9,38.0
3657,1195,Sun,2015-4-12,CLE,BOS,Regional,0.0,74.0,48.0,1.5,2.42,122.0
3658,1196,Sun,2015-4-12,CHA,DET,Regional,0.0,4.0,13.0,1.19,1.85,17.0
3659,1197,Sun,2015-4-12,SAC,DEN,Regional,0.0,11.0,8.0,1.38,1.63,19.0
3660,1198,Sun,2015-4-12,OKC,IND,Regional,0.0,49.7,34.0,0.72,1.09,83.7
3661,1199,Sun,2015-4-12,ATL,WAS,NBA TV,197.0,54.0,27.0,2.41,2.48,278.0
3662,1200,Sun,2015-4-12,NOP,HOU,Regional,0.0,24.6,128.0,0.64,2.45,152.6
3663,1201,Sun,2015-4-12,PHX,SAS,Regional,0.0,50.0,113.0,1.89,0.94,163.0
3664,1202,Sun,2015-4-12,DAL,LAL,NBA TV,205.0,109.0,55.0,2.71,5.48,369.0
3665,1203,Mon,2015-4-13,HOU,CHA,Regional,0.0,48.0,8.0,2.45,1.19,56.0
3666,1204,Mon,2015-4-13,DET,CLE,Regional,0.0,18.0,117.0,1.85,1.5,135.0
3667,1205,Mon,2015-4-13,MIL,PHI,Regional,0.0,16.0,17.0,0.9,2.94,33.0
3668,1206,Mon,2015-4-13,NYK,ATL,Regional,0.0,76.0,80.0,7.35,2.41,156.0
3669,1207,Mon,2015-4-13,CHI,BRK,Regional,0.0,207.0,76.0,3.46,7.35,283.0
3670,1208,Mon,2015-4-13,ORL,MIA,Regional,0.0,14.0,107.0,1.52,1.7,121.0
3671,1209,Mon,2015-4-13,NOP,MIN,Regional,0.0,19.4,0.0,0.64,1.74,19.4
3672,1210,Mon,2015-4-13,POR,OKC,NBA TV,311.0,125.0,57.6,1.14,0.72,493.6
3673,1211,Mon,2015-4-13,DAL,UTA,Regional,0.0,58.0,28.9,2.71,0.92,86.9
3674,1212,Mon,2015-4-13,LAL,SAC,Regional,0.0,38.0,36.0,5.48,1.38,74.0
3675,1213,Mon,2015-4-13,MEM,GSW,NBA TV,397.0,29.2,155.0,0.63,2.49,581.2
3676,1214,Mon,2015-4-13,DEN,LAC,Regional,0.0,6.0,67.0,1.63,5.48,73.0
3677,1215,Tue,2015-4-14,TOR,BOS,Regional,0.0,0.0,88.0,2.86,2.42,88.0
3678,1216,Tue,2015-4-14,WAS,IND,TNT,1288.0,0.0,0.0,2.48,1.09,1288.0
3679,1217,Tue,2015-4-14,LAC,PHX,TNT,1082.0,69.0,0.0,5.48,1.89,1151.0
3680,1218,Wed,2015-4-15,ATL,CHI,Regional,0.0,101.0,62.0,2.41,3.46,163.0
3681,1219,Wed,2015-4-15,POR,DAL,Regional,0.0,33.0,70.0,1.14,2.71,103.0
3682,1220,Wed,2015-4-15,UTA,HOU,Regional,0.0,19.4,112.0,0.92,2.45,131.4
3683,1221,Wed,2015-4-15,IND,MEM,ESPN,1281.0,31.0,6.8,1.09,0.63,1318.8
3684,1222,Wed,2015-4-15,BOS,MIL,Regional,0.0,71.0,2.0,2.42,0.9,73.0
3685,1223,Wed,2015-4-15,OKC,MIN,Regional,0.0,72.1,0.0,0.72,1.74,72.1
3686,1224,Wed,2015-4-15,SAS,NOP,Regional,0.0,119.0,42.6,0.94,0.64,161.6
3687,1225,Wed,2015-4-15,ORL,BRK,Regional,0.0,24.0,0.0,1.52,7.35,24.0
3688,1226,Wed,2015-4-15,WAS,CLE,Regional,0.0,16.0,134.0,2.48,1.5,150.0
3689,1227,Wed,2015-4-15,DET,NYK,Regional,0.0,11.0,15.0,1.85,7.35,26.0
3690,1228,Wed,2015-4-15,MIA,PHI,Regional,0.0,68.0,29.0,1.7,2.94,97.0
3691,1229,Wed,2015-4-15,CHA,TOR,ESPN,717.0,0.0,0.0,1.19,2.86,717.0
3692,1230,Wed,2015-4-15,DEN,GSW,Regional,0.0,8.0,135.0,1.63,2.49,143.0
3693,1231,Wed,2015-4-15,SAC,LAL,Regional,0.0,35.0,55.0,1.38,5.48,90.0
3694,1,Tue,2013-10-29,ORL,IND,Regional,0.0,44.0,53.0,1.52,1.09,97.0
3695,2,Tue,2013-10-29,CHI,MIA,TNT,5373.0,0.0,0.0,3.46,1.7,5373.0
3696,3,Tue,2013-10-29,LAC,LAL,TNT,3571.0,0.0,0.0,5.48,5.48,3571.0
3697,4,Wed,2013-10-30,BRK,CLE,NBA TV,408.0,158.0,147.0,7.35,1.5,713.0
3698,5,Wed,2013-10-30,MIA,PHI,Regional,0.0,187.0,84.0,1.7,2.94,271.0
3699,6,Wed,2013-10-30,BOS,TOR,Regional,0.0,21.0,0.0,2.42,2.86,21.0
3700,7,Wed,2013-10-30,WAS,DET,Regional,0.0,53.0,131.0,2.48,1.85,184.0
3701,8,Wed,2013-10-30,MIL,NYK,Regional,0.0,9.0,312.0,0.9,7.35,321.0
3702,9,Wed,2013-10-30,CHA,HOU,Regional,0.0,26.0,99.0,1.19,2.45,125.0
3703,10,Wed,2013-10-30,ORL,MIN,Regional,0.0,34.0,91.0,1.52,1.74,125.0
3704,11,Wed,2013-10-30,IND,NOP,Regional,0.0,38.0,4.6,1.09,0.64,42.6
3705,12,Wed,2013-10-30,ATL,DAL,Regional,0.0,44.0,90.0,2.41,2.71,134.0
3706,13,Wed,2013-10-30,MEM,SAS,Regional,0.0,15.0,120.0,0.63,0.94,135.0
3707,14,Wed,2013-10-30,OKC,UTA,Regional,0.0,71.0,44.0,0.72,0.92,115.0
3708,15,Wed,2013-10-30,POR,PHX,Regional,0.0,100.0,55.0,1.14,1.89,155.0
3709,16,Wed,2013-10-30,DEN,SAC,Regional,0.0,58.0,149.0,1.63,1.38,207.0
3710,17,Wed,2013-10-30,LAL,GSW,NBA TV,595.0,331.0,166.0,5.48,2.49,1092.0
3711,18,Thu,2013-10-31,NYK,CHI,TNT,2643.0,0.0,0.0,7.35,3.46,2643.0
3712,19,Thu,2013-10-31,GSW,LAC,TNT,2158.0,0.0,0.0,2.49,5.48,2158.0
3713,20,Fri,2013-11-1,CLE,CHA,Regional,0.0,91.0,18.0,1.5,1.19,109.0
3714,21,Fri,2013-11-1,NOP,ORL,Regional,0.0,13.0,9.0,0.64,1.52,22.0
3715,22,Fri,2013-11-1,PHI,WAS,Regional,0.0,46.0,46.0,2.94,2.48,92.0
3716,23,Fri,2013-11-1,TOR,ATL,Regional,0.0,0.0,31.0,2.86,2.41,31.0
3717,24,Fri,2013-11-1,MIL,BOS,Regional,0.0,10.0,114.0,0.9,2.42,124.0
3718,25,Fri,2013-11-1,DAL,HOU,Regional,0.0,82.0,65.0,2.71,2.45,147.0
3719,26,Fri,2013-11-1,DET,MEM,Regional,0.0,112.0,25.0,1.85,0.63,137.0
3720,27,Fri,2013-11-1,OKC,MIN,Regional,0.0,47.0,64.0,0.72,1.74,111.0
3721,28,Fri,2013-11-1,MIA,BRK,ESPN,2453.0,119.0,168.0,1.7,7.35,2740.0
3722,29,Fri,2013-11-1,POR,DEN,Regional,0.0,38.0,41.0,1.14,1.63,79.0
3723,30,Fri,2013-11-1,UTA,PHX,Regional,0.0,42.0,62.0,0.92,1.89,104.0
3724,31,Fri,2013-11-1,LAC,SAC,Regional,0.0,102.0,48.0,5.48,1.38,150.0
3725,32,Fri,2013-11-1,SAS,LAL,ESPN,2176.0,79.0,209.0,0.94,5.48,2464.0
3726,33,Sat,2013-11-2,CLE,IND,Regional,0.0,92.0,35.0,1.5,1.09,127.0
3727,34,Sat,2013-11-2,CHI,PHI,NBA TV,387.0,444.0,63.0,3.46,2.94,894.0
3728,35,Sat,2013-11-2,CHA,NOP,Regional,0.0,12.0,12.0,1.19,0.64,24.0
3729,36,Sat,2013-11-2,MEM,DAL,Regional,0.0,18.0,71.0,0.63,2.71,89.0
3730,37,Sat,2013-11-2,TOR,MIL,Regional,0.0,0.0,12.0,2.86,0.9,12.0
3731,38,Sat,2013-11-2,HOU,UTA,Regional,0.0,36.0,35.0,2.45,0.92,71.0
3732,39,Sat,2013-11-2,SAS,POR,Regional,0.0,43.0,103.0,0.94,1.14,146.0
3733,40,Sat,2013-11-2,SAC,GSW,Regional,0.0,50.0,102.0,1.38,2.49,152.0
3734,41,Sun,2013-11-3,BOS,DET,Regional,0.0,33.0,91.0,2.42,1.85,124.0
3735,42,Sun,2013-11-3,WAS,MIA,Regional,0.0,40.0,137.0,2.48,1.7,177.0
3736,43,Sun,2013-11-3,BRK,ORL,Regional,0.0,106.0,18.0,7.35,1.52,124.0
3737,44,Sun,2013-11-3,PHX,OKC,NBA TV,348.0,53.0,72.0,1.89,0.72,473.0
3738,45,Sun,2013-11-3,MIN,NYK,Regional,0.0,52.0,258.0,1.74,7.35,310.0
3739,46,Sun,2013-11-3,ATL,LAL,Regional,0.0,12.0,364.0,2.41,5.48,376.0
3740,47,Mon,2013-11-4,MIN,CLE,Regional,0.0,51.0,68.0,1.74,1.5,119.0
3741,48,Mon,2013-11-4,GSW,PHI,Regional,0.0,62.0,57.0,2.49,2.94,119.0
3742,49,Mon,2013-11-4,BOS,MEM,Regional,0.0,73.0,27.0,2.42,0.63,100.0
3743,50,Mon,2013-11-4,HOU,LAC,NBA TV,322.0,42.0,251.0,2.45,5.48,615.0
3744,51,Tue,2013-11-5,MIA,TOR,Regional,0.0,183.0,0.0,1.7,2.86,183.0
3745,52,Tue,2013-11-5,UTA,BRK,Regional,0.0,31.0,100.0,0.92,7.35,131.0
3746,53,Tue,2013-11-5,IND,DET,Regional,0.0,38.0,90.0,1.09,1.85,128.0
3747,54,Tue,2013-11-5,CHA,NYK,Regional,0.0,17.7,364.0,1.19,7.35,381.7
3748,55,Tue,2013-11-5,PHX,NOP,Regional,0.0,38.0,18.0,1.89,0.64,56.0
3749,56,Tue,2013-11-5,LAL,DAL,NBA TV,316.0,230.0,143.0,5.48,2.71,689.0
3750,57,Tue,2013-11-5,SAS,DEN,Regional,0.0,72.0,52.0,0.94,1.63,124.0
3751,58,Tue,2013-11-5,HOU,POR,Regional,0.0,40.0,73.0,2.45,1.14,113.0
3752,59,Tue,2013-11-5,ATL,SAC,Regional,0.0,24.0,50.0,2.41,1.38,74.0
3753,60,Wed,2013-11-6,TOR,CHA,Regional,0.0,0.0,14.0,2.86,1.19,14.0
3754,61,Wed,2013-11-6,CHI,IND,ESPN,1956.0,149.0,28.0,3.46,1.09,2133.0
3755,62,Wed,2013-11-6,LAC,ORL,Regional,0.0,119.0,39.0,5.48,1.52,158.0
3756,63,Wed,2013-11-6,WAS,PHI,Regional,0.0,27.0,48.0,2.48,2.94,75.0
3757,64,Wed,2013-11-6,UTA,BOS,Regional,0.0,26.0,80.0,0.92,2.42,106.0
3758,65,Wed,2013-11-6,NOP,MEM,Regional,0.0,17.0,21.0,0.64,0.63,38.0
3759,66,Wed,2013-11-6,CLE,MIL,Regional,0.0,71.0,7.0,1.5,0.9,78.0
3760,67,Wed,2013-11-6,GSW,MIN,Regional,0.0,108.0,82.0,2.49,1.74,190.0
3761,68,Wed,2013-11-6,PHX,SAS,Regional,0.0,46.0,66.0,1.89,0.94,112.0
3762,69,Wed,2013-11-6,DAL,OKC,ESPN,2146.0,62.0,52.0,2.71,0.72,2260.0
3763,70,Thu,2013-11-7,LAC,MIA,TNT,2404.0,0.0,0.0,5.48,1.7,2404.0
3764,71,Thu,2013-11-7,ATL,DEN,Regional,0.0,30.0,50.0,2.41,1.63,80.0
3765,72,Thu,2013-11-7,LAL,HOU,TNT,2322.0,0.0,0.0,5.48,2.45,2322.0
3766,73,Fri,2013-11-8,NYK,CHA,NBA TV,247.0,267.0,10.4,7.35,1.19,524.4
3767,74,Fri,2013-11-8,TOR,IND,Regional,0.0,0.0,43.0,2.86,1.09,43.0
3768,75,Fri,2013-11-8,BOS,ORL,Regional,0.0,117.0,36.0,2.42,1.52,153.0
3769,76,Fri,2013-11-8,CLE,PHI,Regional,0.0,47.0,71.0,1.5,2.94,118.0
3770,77,Fri,2013-11-8,BRK,WAS,Regional,0.0,94.0,30.0,7.35,2.48,124.0
3771,78,Fri,2013-11-8,OKC,DET,Regional,0.0,24.18181818,54.0,0.72,1.85,78.18181818
3772,79,Fri,2013-11-8,UTA,CHI,Regional,0.0,27.0,219.0,0.92,3.46,246.0
3773,80,Fri,2013-11-8,DAL,MIN,Regional,0.0,72.0,71.0,2.71,1.74,143.0
3774,81,Fri,2013-11-8,LAL,NOP,Regional,0.0,206.0,27.6,5.48,0.64,233.6
3775,82,Fri,2013-11-8,GSW,SAS,Regional,0.0,102.0,107.0,2.49,0.94,209.0
3776,83,Fri,2013-11-8,DEN,PHX,Regional,0.0,18.7,51.0,1.63,1.89,69.7
3777,84,Fri,2013-11-8,SAC,POR,NBA TV,294.0,36.0,53.0,1.38,1.14,383.0
3778,85,Sat,2013-11-9,UTA,TOR,Regional,0.0,17.6,0.0,0.92,2.86,17.6
3779,86,Sat,2013-11-9,ORL,ATL,Regional,0.0,9.0,0.0,1.52,2.41,9.0
3780,87,Sat,2013-11-9,IND,BRK,NBA TV,347.0,53.0,215.0,1.09,7.35,615.0
3781,88,Sat,2013-11-9,PHI,CLE,Regional,0.0,62.0,78.0,2.94,1.5,140.0
3782,89,Sat,2013-11-9,BOS,MIA,Regional,0.0,99.0,127.0,2.42,1.7,226.0
3783,90,Sat,2013-11-9,LAC,HOU,Regional,0.0,100.0,27.0,5.48,2.45,127.0
3784,91,Sat,2013-11-9,GSW,MEM,Regional,0.0,82.0,19.8,2.49,0.63,101.8
3785,92,Sat,2013-11-9,DAL,MIL,Regional,0.0,21.0,6.0,2.71,0.9,27.0
3786,93,Sat,2013-11-9,POR,SAC,Regional,0.0,84.0,0.0,1.14,1.38,84.0
3787,95,Sun,2013-11-10,WAS,OKC,Regional,0.0,23.0,72.45454545,2.48,0.72,95.45454545
3788,96,Sun,2013-11-10,NOP,PHX,Regional,0.0,0.0,34.0,0.64,1.89,34.0
3789,97,Sun,2013-11-10,MIN,LAL,Regional,0.0,57.0,199.0,1.74,5.48,256.0
3790,94,Sun,2013-11-10,SAS,NYK,Regional,0.0,38.0,149.0,0.94,7.35,187.0
3791,98,Mon,2013-11-11,ATL,CHA,Regional,0.0,30.0,8.2,2.41,1.19,38.2
3792,99,Mon,2013-11-11,MEM,IND,Regional,0.0,23.0,55.0,0.63,1.09,78.0
3793,100,Mon,2013-11-11,SAS,PHI,Regional,0.0,48.0,51.0,0.94,2.94,99.0
3794,101,Mon,2013-11-11,ORL,BOS,Regional,0.0,6.0,110.0,1.52,2.42,116.0
3795,102,Mon,2013-11-11,CLE,CHI,Regional,0.0,81.0,268.0,1.5,3.46,349.0
3796,103,Mon,2013-11-11,TOR,HOU,Regional,0.0,0.0,47.0,2.86,2.45,47.0
3797,104,Mon,2013-11-11,DEN,UTA,NBA TV,337.0,37.0,34.0,1.63,0.92,408.0
3798,105,Mon,2013-11-11,DET,POR,Regional,0.0,26.0,50.0,1.85,1.14,76.0
3799,106,Mon,2013-11-11,MIN,LAC,Regional,0.0,44.0,143.0,1.74,5.48,187.0
3800,107,Tue,2013-11-12,MIL,MIA,Regional,0.0,11.0,147.0,0.9,1.7,158.0
3801,108,Tue,2013-11-12,WAS,DAL,Regional,0.0,5.0,99.0,2.48,2.71,104.0
3802,109,Tue,2013-11-12,DET,GSW,NBA TV,262.0,28.0,116.0,1.85,2.49,406.0
3803,110,Tue,2013-11-12,NOP,LAL,Regional,0.0,10.7,318.0,0.64,5.48,328.7
3804,111,Wed,2013-11-13,MIL,ORL,Regional,0.0,6.0,21.0,0.9,1.52,27.0
3805,112,Wed,2013-11-13,HOU,PHI,Regional,0.0,27.0,72.0,2.45,2.94,99.0
3806,113,Wed,2013-11-13,CHA,BOS,Regional,0.0,13.3,154.0,1.19,2.42,167.3
3807,114,Wed,2013-11-13,TOR,MEM,Regional,0.0,0.0,22.8,2.86,0.63,22.8
3808,115,Wed,2013-11-13,CLE,MIN,Regional,0.0,52.0,88.0,1.5,1.74,140.0
3809,116,Wed,2013-11-13,NYK,ATL,ESPN,1597.0,271.0,0.0,7.35,2.41,1868.0
3810,117,Wed,2013-11-13,WAS,SAS,Regional,0.0,10.0,76.0,2.48,0.94,86.0
3811,118,Wed,2013-11-13,LAL,DEN,Regional,0.0,252.0,54.0,5.48,1.63,306.0
3812,119,Wed,2013-11-13,NOP,UTA,Regional,0.0,3.1,48.6,0.64,0.92,51.7
3813,120,Wed,2013-11-13,PHX,POR,Regional,0.0,67.0,68.0,1.89,1.14,135.0
3814,121,Wed,2013-11-13,BRK,SAC,Regional,0.0,58.0,49.0,7.35,1.38,107.0
3815,122,Wed,2013-11-13,OKC,LAC,ESPN,1746.0,50.0,77.0,0.72,5.48,1873.0
3816,123,Thu,2013-11-14,HOU,NYK,TNT,2046.0,0.0,0.0,2.45,7.35,2046.0
3817,124,Thu,2013-11-14,OKC,GSW,TNT,1821.0,0.0,0.0,0.72,2.49,1821.0
3818,125,Fri,2013-11-15,MIL,IND,Regional,0.0,5.0,48.0,0.9,1.09,53.0
3819,126,Fri,2013-11-15,CHI,TOR,Regional,0.0,233.0,0.0,3.46,2.86,233.0
3820,127,Fri,2013-11-15,PHI,ATL,Regional,0.0,55.0,0.0,2.94,2.41,55.0
3821,128,Fri,2013-11-15,POR,BOS,Regional,0.0,42.0,54.0,1.14,2.42,96.0
3822,129,Fri,2013-11-15,CHA,CLE,Regional,0.0,9.4,72.0,1.19,1.5,81.4
3823,130,Fri,2013-11-15,DAL,MIA,Regional,0.0,87.0,153.0,2.71,1.7,240.0
3824,131,Fri,2013-11-15,MIN,DEN,ESPN,1282.0,0.0,45.0,1.74,1.63,1327.0
3825,132,Fri,2013-11-15,BRK,PHX,Regional,0.0,116.0,69.0,7.35,1.89,185.0
3826,133,Fri,2013-11-15,SAS,UTA,Regional,0.0,72.0,45.1,0.94,0.92,117.1
3827,134,Fri,2013-11-15,MEM,LAL,Regional,0.0,16.3,225.0,0.63,5.48,241.3
3828,135,Fri,2013-11-15,DET,SAC,ESPN,1351.0,0.0,0.0,1.85,1.38,1351.0
3829,136,Sat,2013-11-16,MIA,CHA,Regional,0.0,129.0,16.7,1.7,1.19,145.7
3830,137,Sat,2013-11-16,DAL,ORL,Regional,0.0,55.0,6.0,2.71,1.52,61.0
3831,138,Sat,2013-11-16,CLE,WAS,Regional,0.0,45.0,22.0,1.5,2.48,67.0
3832,139,Sat,2013-11-16,ATL,NYK,Regional,0.0,60.0,271.0,2.41,7.35,331.0
3833,140,Sat,2013-11-16,IND,CHI,Regional,0.0,33.0,447.0,1.09,3.46,480.0
3834,141,Sat,2013-11-16,DEN,HOU,Regional,0.0,29.0,45.0,1.63,2.45,74.0
3835,142,Sat,2013-11-16,BOS,MIN,Regional,0.0,60.0,53.0,2.42,1.74,113.0
3836,143,Sat,2013-11-16,PHI,NOP,Regional,0.0,27.0,3.2,2.94,0.64,30.2
3837,144,Sat,2013-11-16,OKC,MIL,Regional,0.0,54.0,7.0,0.72,0.9,61.0
3838,145,Sat,2013-11-16,UTA,GSW,Regional,0.0,27.3,144.0,0.92,2.49,171.3
3839,146,Sat,2013-11-16,BRK,LAC,NBA TV,222.0,135.0,90.0,7.35,5.48,447.0
3840,147,Sun,2013-11-17,POR,TOR,Regional,0.0,30.0,0.0,1.14,2.86,30.0
3841,148,Sun,2013-11-17,MEM,SAC,Regional,0.0,17.4,19.0,0.63,1.38,36.4
3842,149,Sun,2013-11-17,DET,LAL,Regional,0.0,37.0,208.0,1.85,5.48,245.0
3843,150,Mon,2013-11-18,POR,BRK,Regional,0.0,58.0,88.0,1.14,7.35,146.0
3844,151,Mon,2013-11-18,CHA,CHI,Regional,0.0,3.6,224.0,1.19,3.46,227.6
3845,152,Mon,2013-11-18,DEN,OKC,Regional,0.0,40.0,75.0,1.63,0.72,115.0
3846,153,Mon,2013-11-18,PHI,DAL,Regional,0.0,28.0,63.0,2.94,2.71,91.0
3847,154,Mon,2013-11-18,GSW,UTA,Regional,0.0,87.0,29.0,2.49,0.92,116.0
3848,155,Mon,2013-11-18,MEM,LAC,Regional,0.0,19.0,114.0,0.63,5.48,133.0
3849,156,Tue,2013-11-19,MIN,WAS,Regional,0.0,39.0,16.0,1.74,2.48,55.0
3850,157,Tue,2013-11-19,NYK,DET,Regional,0.0,245.0,52.0,7.35,1.85,297.0
3851,158,Tue,2013-11-19,ATL,MIA,NBA TV,474.0,61.0,233.0,2.41,1.7,768.0
3852,159,Tue,2013-11-19,BOS,HOU,Regional,0.0,69.0,70.0,2.42,2.45,139.0
3853,160,Tue,2013-11-19,PHX,SAC,Regional,0.0,59.0,58.0,1.89,1.38,117.0
3854,161,Wed,2013-11-20,BRK,CHA,Regional,0.0,23.0,7.0,7.35,1.19,30.0
3855,162,Wed,2013-11-20,WAS,CLE,Regional,0.0,25.0,53.0,2.48,1.5,78.0
3856,163,Wed,2013-11-20,IND,NYK,ESPN,1802.0,36.0,275.0,1.09,7.35,2113.0
3857,164,Wed,2013-11-20,MIA,ORL,Regional,0.0,0.0,35.0,1.7,1.52,35.0
3858,165,Wed,2013-11-20,TOR,PHI,Regional,0.0,0.0,41.0,2.86,2.94,41.0
3859,166,Wed,2013-11-20,DET,ATL,Regional,0.0,80.0,52.0,1.85,2.41,132.0
3860,167,Wed,2013-11-20,POR,MIL,Regional,0.0,75.0,4.0,1.14,0.9,79.0
3861,168,Wed,2013-11-20,LAC,MIN,Regional,0.0,99.0,70.0,5.48,1.74,169.0
3862,169,Wed,2013-11-20,UTA,NOP,Regional,0.0,44.0,17.6,0.92,0.64,61.6
3863,170,Wed,2013-11-20,BOS,SAS,Regional,0.0,60.0,86.0,2.42,0.94,146.0
3864,171,Wed,2013-11-20,SAC,PHX,Regional,0.0,40.0,49.0,1.38,1.89,89.0
3865,172,Wed,2013-11-20,HOU,DAL,ESPN,2069.0,39.0,69.0,2.45,2.71,2177.0
3866,173,Wed,2013-11-20,MEM,GSW,Regional,0.0,21.0,149.0,0.63,2.49,170.0
3867,174,Thu,2013-11-21,LAC,OKC,TNT,1896.0,0.0,0.0,5.48,0.72,1896.0
3868,175,Thu,2013-11-21,CHI,DEN,TNT,1474.0,181.0,0.0,3.46,1.63,1655.0
3869,176,Fri,2013-11-22,PHX,CHA,Regional,0.0,45.0,15.0,1.89,1.19,60.0
3870,177,Fri,2013-11-22,MIL,PHI,Regional,0.0,0.0,49.0,0.9,2.94,49.0
3871,178,Fri,2013-11-22,WAS,TOR,Regional,0.0,5.0,0.0,2.48,2.86,5.0
3872,179,Fri,2013-11-22,IND,BOS,Regional,0.0,41.0,77.0,1.09,2.42,118.0
3873,180,Fri,2013-11-22,ATL,DET,Regional,0.0,39.0,71.0,2.41,1.85,110.0
3874,181,Fri,2013-11-22,SAS,MEM,ESPN,1395.0,68.0,0.0,0.94,0.63,1463.0
3875,182,Fri,2013-11-22,BRK,MIN,Regional,0.0,77.0,71.0,7.35,1.74,148.0
3876,183,Fri,2013-11-22,CLE,NOP,Regional,0.0,64.0,17.0,1.5,0.64,81.0
3877,184,Fri,2013-11-22,UTA,DAL,Regional,0.0,30.0,95.0,0.92,2.71,125.0
3878,185,Fri,2013-11-22,CHI,POR,Regional,0.0,201.0,72.0,3.46,1.14,273.0
3879,186,Fri,2013-11-22,GSW,LAL,ESPN,1670.0,110.0,236.0,2.49,5.48,2016.0
3880,187,Sat,2013-11-23,SAC,LAC,Regional,0.0,15.0,68.0,1.38,5.48,83.0
3881,188,Sat,2013-11-23,PHI,IND,Regional,0.0,53.0,58.0,2.94,1.09,111.0
3882,189,Sat,2013-11-23,NYK,WAS,Regional,0.0,196.0,46.0,7.35,2.48,242.0
3883,190,Sat,2013-11-23,BOS,ATL,Regional,0.0,67.0,22.0,2.42,2.41,89.0
3884,191,Sat,2013-11-23,ORL,MIA,Regional,0.0,22.0,171.0,1.52,1.7,193.0
3885,192,Sat,2013-11-23,MIN,HOU,NBA TV,282.0,45.0,45.0,1.74,2.45,372.0
3886,193,Sat,2013-11-23,CHA,MIL,Regional,0.0,4.0,3.0,1.19,0.9,7.0
3887,194,Sat,2013-11-23,CLE,SAS,Regional,0.0,26.0,62.0,1.5,0.94,88.0
3888,195,Sat,2013-11-23,DAL,DEN,Regional,0.0,44.0,36.0,2.71,1.63,80.0
3889,196,Sat,2013-11-23,POR,GSW,Regional,0.0,83.0,107.0,1.14,2.49,190.0
